source,target,weight,source_freq,target_freq
Anticonvulsants,therapeutic use,2,2,27
Quetiapine,drug therapy,2,2,34
Quetiapine,Schizophrenia,2,2,24
Antimanic Agents,therapeutic use,2,3,27
Amisulpride,Antipsychotic Agents,2,2,54
Amisulpride,Sulpiride,2,2,2
"ATP Binding Cassette Transporter, Subfamily B",Cytochrome P-450 CYP2D6,2,2,7
"ATP Binding Cassette Transporter, Subfamily B",Piperazines,2,2,26
"ATP Binding Cassette Transporter, Subfamily B",Quinolones,2,2,25
metabolism,pharmacology,2,18,7
Calibration,"Chromatography, High Pressure Liquid",2,2,8
Calibration,methods,2,2,22
Piperazines,therapeutic drug monitoring,2,26,11
Calibration,Drug Monitoring,2,2,26
Antipsychotic Agents,Weight Gain,2,54,2
Autism Spectrum Disorder,Weight Gain,2,2,2
Benzodiazepines,Haloperidol,2,8,5
Cytochrome P-450 CYP3A,genetics,2,3,6
Weight Gain,pharmacokinetics,2,2,32
Autism Spectrum Disorder,pharmacokinetics,2,2,32
Cytochrome P-450 CYP3A,Genotype,2,3,5
Aripiprazole,Weight Gain,2,46,2
Aripiprazole,Autism Spectrum Disorder,2,46,2
antipsychotics,drug therapy,2,7,34
antipsychotics,pharmacokinetics,2,7,32
adverse effects,antipsychotics,2,11,7
Schizophrenia,long-acting injectable,2,24,2
Antipsychotic,long-acting injectable,2,3,2
Calibration,Reproducibility of Results,2,2,8
Positron-Emission Tomography,Schizophrenia,2,3,24
Antipsychotic Agents,Autism Spectrum Disorder,2,54,2
Antipsychotic Agents,Drug Administration Schedule,2,54,2
Double-Blind Method,drug therapy,2,2,34
Delayed-Action Preparations,Drug Administration Schedule,2,3,2
Delayed-Action Preparations,"Dose-Response Relationship, Drug",2,3,12
Antipsychotic Agents,Double-Blind Method,2,54,2
Aripiprazole,Schizophrenic Psychology,2,46,2
Antipsychotic Agents,Dopamine D2 Receptor Antagonists,2,54,2
Drug Administration Schedule,adverse effects,2,2,11
Dried Blood Spot Testing,Drug Monitoring,2,2,26
Drug Interactions,Mental Disorders,2,6,5
Psychiatric Status Rating Scales,Quinolones,2,2,25
Psychiatric Status Rating Scales,Schizophrenia,2,2,24
Aripiprazole,East Asian People,2,46,4
Mental Disorders,administration & dosage,2,5,11
Piperazines,Severity of Illness Index,2,26,2
Olanzapine,Schizophrenic Psychology,2,9,2
"Chromatography, High Pressure Liquid",metabolism,2,8,18
Haloperidol,Schizophrenic Psychology,2,5,2
Schizophrenic Psychology,blood,2,2,40
administration & dosage,metabolism,2,11,18
Double-Blind Method,blood,2,2,40
"Dose-Response Relationship, Drug",Psychiatric Status Rating Scales,2,12,2
drug therapy,therapeutic drug monitoring,2,34,11
Quinolones,Severity of Illness Index,2,25,2
Antipsychotic Agents,Medication Adherence,2,54,2
Antipsychotic Agents,COVID-19,2,54,2
Drug Administration Schedule,blood,2,2,40
Antipsychotic Agents,Delayed-Action Preparations,2,54,3
Olanzapine,drug effects,2,9,4
Psychiatric Status Rating Scales,drug therapy,2,2,34
Aripiprazole,Drug Administration Schedule,2,46,2
Antipsychotic Agents,Schizophrenic Psychology,2,54,2
Aripiprazole,"Receptors, Dopamine D2",2,46,3
Drug Interactions,Schizophrenia,2,6,24
Antipsychotic Agents,Quetiapine,2,54,2
Schizophrenia,Schizophrenic Psychology,2,24,2
Drug Administration Schedule,administration & dosage,2,2,11
Asian People,Drug Monitoring,2,5,26
Liquid Chromatography-Mass Spectrometry,blood,2,2,40
Schizophrenic Psychology,drug effects,2,2,4
Drug Administration Schedule,drug therapy,2,2,34
East Asian People,Schizophrenia,2,4,24
Reproducibility of Results,metabolism,2,8,18
Schizophrenia,drug effects,2,24,4
Drug Administration Schedule,Schizophrenia,2,2,24
Delayed-Action Preparations,pharmacokinetics,2,3,32
"Receptors, Dopamine D2",metabolism,2,3,18
"Chromatography, Liquid",Liquid Chromatography-Mass Spectrometry,2,7,2
"Chromatography, Liquid",metabolism,2,7,18
"Receptors, Dopamine D2",drug therapy,2,3,34
Piperazines,Psychiatric Status Rating Scales,2,26,2
"Chromatography, Liquid",Drug Monitoring,2,7,26
Dried Blood Spot Testing,blood,2,2,40
Antipsychotic Agents,Dried Blood Spot Testing,2,54,2
Liquid Chromatography-Mass Spectrometry,Tandem Mass Spectrometry,2,2,11
Drug Stability,metabolism,2,4,18
"Chromatography, Liquid",therapeutic drug monitoring,2,7,11
"Dose-Response Relationship, Drug",East Asian People,2,12,4
Schizophrenia,pharmacology,2,24,7
Delayed-Action Preparations,Schizophrenia,2,3,24
"Receptors, Dopamine D2",Schizophrenia,2,3,24
Dopamine D2 Receptor Antagonists,Schizophrenia,2,2,24
Dopamine D2 Receptor Antagonists,drug therapy,2,2,34
Delayed-Action Preparations,adverse effects,2,3,11
Genotype,Mental Disorders,1,5,5
Olanzapine,chemistry,1,9,9
Mental Disorders,"Polymorphism, Genetic",1,5,2
Olanzapine,Sulpiride,1,9,2
Olanzapine,Reproducibility of Results,1,9,8
Paliperidone Palmitate,Quinolones,1,4,25
Olanzapine,Quinolones,1,9,25
Olanzapine,Saliva,1,9,3
Drug Monitoring,"Polymorphism, Genetic",1,26,2
Protein Binding,Severity of Illness Index,1,2,2
Positron-Emission Tomography,pharmacokinetics,1,3,32
"Receptors, Dopamine D2",pharmacokinetics,1,3,32
Asian People,"Polymorphism, Genetic",1,5,2
Quetiapine Fumarate,Saliva,1,3,3
Quetiapine Fumarate,chemistry,1,3,9
Quetiapine Fumarate,Sulpiride,1,3,2
Quetiapine Fumarate,Tandem Mass Spectrometry,1,3,11
Sulpiride,methods,1,2,22
Quinolones,Risperidone,1,25,11
Quinolones,Saliva,1,25,3
Quinolones,Sulpiride,1,25,2
Piperazines,"Receptors, Dopamine D2",1,26,3
Hydrogen-Ion Concentration,Reference Values,1,2,2
Positron-Emission Tomography,"Receptors, Dopamine D2",1,3,3
Quinolones,"Receptors, Dopamine D2",1,25,3
Aripiprazole,Calibration,1,46,2
"Receptors, Dopamine D2",therapeutic use,1,3,27
Psychotropic Drugs,pharmacokinetics,1,4,32
COVID-19,pharmacokinetics,1,2,32
Paliperidone Palmitate,Reproducibility of Results,1,4,8
Paliperidone Palmitate,Saliva,1,4,3
Psychotropic Drugs,therapeutic drug monitoring,1,4,11
administration & dosage,therapeutic drug monitoring,1,11,11
Paliperidone Palmitate,chemistry,1,4,9
Protein Binding,pharmacokinetics,1,2,32
Protein Binding,Quinolones,1,2,25
Piperazines,Quetiapine Fumarate,1,26,3
Piperazines,Risperidone,1,26,11
Cytochrome P-450 CYP3A,"Polymorphism, Genetic",1,3,2
Piperazines,Saliva,1,26,3
Severity of Illness Index,metabolism,1,2,18
Piperazines,Sulpiride,1,26,2
Piperazines,Protein Binding,1,26,2
Quetiapine Fumarate,Quinolones,1,3,25
Quetiapine Fumarate,Reproducibility of Results,1,3,8
Paliperidone Palmitate,Sulpiride,1,4,2
Hydrogen-Ion Concentration,Saliva,1,2,3
Amisulpride,Paliperidone Palmitate,1,2,4
Amisulpride,Piperazines,1,2,26
Drug Interactions,genetics,1,6,6
Amisulpride,Quetiapine Fumarate,1,2,3
Mental Disorders,genetics,1,5,6
Amisulpride,Quinolones,1,2,25
"Chromatography, Liquid",Risperidone,1,7,11
Amisulpride,Risperidone,1,2,11
Drug Interactions,Genotype,1,6,5
Amisulpride,Saliva,1,2,3
Amisulpride,chemistry,1,2,9
Amisulpride,Tandem Mass Spectrometry,1,2,11
Psychotropic Drugs,Specimen Handling,1,4,2
"Chromatography, Liquid",Hydrogen-Ion Concentration,1,7,2
"Chromatography, Liquid",analysis,1,7,4
Amisulpride,Reproducibility of Results,1,2,8
administration & dosage,genetics,1,11,6
Amisulpride,Clozapine,1,2,5
Amisulpride,methods,1,2,22
Amisulpride,"Chromatography, Liquid",1,2,7
Amisulpride,Benzodiazepines,1,2,8
Amisulpride,Aripiprazole,1,2,46
Amisulpride,analysis,1,2,4
Cytochrome P-450 CYP2D6,administration & dosage,1,7,11
Reference Values,Reproducibility of Results,1,2,8
"Polymorphism, Genetic",administration & dosage,1,2,11
Cytochrome P-450 CYP2D6,Drug Interactions,1,7,6
Amisulpride,Olanzapine,1,2,9
Cytochrome P-450 CYP2D6,Mental Disorders,1,7,5
Hydrogen-Ion Concentration,Tandem Mass Spectrometry,1,2,11
Hydrogen-Ion Concentration,chemistry,1,2,9
Reproducibility of Results,Specimen Handling,1,8,2
Reference Values,Specimen Handling,1,2,2
Genotype,administration & dosage,1,5,11
Benzodiazepines,Sulpiride,1,8,2
"Chromatography, Liquid",Clozapine,1,7,5
"Chromatography, Liquid",Olanzapine,1,7,9
Hydrogen-Ion Concentration,pharmacokinetics,1,2,32
"Chromatography, Liquid",Paliperidone Palmitate,1,7,4
"Chromatography, Liquid",Quetiapine Fumarate,1,7,3
"Chromatography, Liquid",Sulpiride,1,7,2
Clozapine,Piperazines,1,5,26
Clozapine,analysis,1,5,4
Clozapine,Quetiapine Fumarate,1,5,3
Clozapine,Quinolones,1,5,25
"Polymorphism, Genetic",Schizophrenia,1,2,24
Clozapine,Reproducibility of Results,1,5,8
Clozapine,Saliva,1,5,3
Clozapine,chemistry,1,5,9
Drug Interactions,"Polymorphism, Genetic",1,6,2
Clozapine,Sulpiride,1,5,2
Antipsychotic Agents,Hydrogen-Ion Concentration,1,54,2
Psychotropic Drugs,Reference Values,1,4,2
Mass Spectrometry,Specimen Handling,1,3,2
Olanzapine,analysis,1,9,4
Paliperidone Palmitate,analysis,1,4,4
Mass Spectrometry,Reference Values,1,3,2
Quetiapine Fumarate,analysis,1,3,4
Hydrogen-Ion Concentration,Specimen Handling,1,2,2
Risperidone,analysis,1,11,4
Benzodiazepines,chemistry,1,8,9
Hydrogen-Ion Concentration,Reproducibility of Results,1,2,8
Saliva,pharmacokinetics,1,3,32
Aripiprazole,Saliva,1,46,3
Aripiprazole,Sulpiride,1,46,2
Benzodiazepines,"Chromatography, Liquid",1,8,7
Benzodiazepines,Quinolones,1,8,25
Benzodiazepines,Reproducibility of Results,1,8,8
Benzodiazepines,Saliva,1,8,3
Sulpiride,analysis,1,2,4
"Spectrometry, Mass, Electrospray Ionization",analysis,1,2,4
Reproducibility of Results,Solid Phase Extraction,1,8,2
Sensitivity and Specificity,analysis,1,4,4
Sensitivity and Specificity,Solid Phase Extraction,1,4,2
analysis,metabolism,1,4,18
Solid Phase Extraction,"Spectrometry, Mass, Electrospray Ionization",1,2,2
Linear Models,metabolism,1,2,18
Antipsychotic Agents,Mass Spectrometry,1,54,3
Linear Models,analysis,1,2,4
Calibration,Piperazines,1,2,26
administration & dosage,chemically induced,1,11,2
"Chromatography, Liquid",administration & dosage,1,7,11
Mass Spectrometry,administration & dosage,1,3,11
Severity of Illness Index,administration & dosage,1,2,11
Asian People,adverse effects,1,5,11
"Chromatography, Liquid",adverse effects,1,7,11
Mass Spectrometry,adverse effects,1,3,11
Psychiatric Status Rating Scales,adverse effects,1,2,11
Severity of Illness Index,drug therapy,1,2,34
Schizophrenia,Severity of Illness Index,1,24,2
Drug Stability,analysis,1,4,4
Drug Monitoring,Positron-Emission Tomography,1,26,3
Solid Phase Extraction,methods,1,2,22
"Dose-Response Relationship, Drug",Psychotic Disorders,1,12,2
"Dose-Response Relationship, Drug",Positron-Emission Tomography,1,12,3
Aripiprazole,Psychotic Disorders,1,46,2
administration & dosage,drug effects,1,11,4
Drug Stability,Solid Phase Extraction,1,4,2
Psychotic Disorders,administration & dosage,1,2,11
Positron-Emission Tomography,administration & dosage,1,3,11
Quinolones,Solid Phase Extraction,1,25,2
Linear Models,Solid Phase Extraction,1,2,2
Psychiatric Status Rating Scales,methods,1,2,22
Drug Monitoring,Psychiatric Status Rating Scales,1,26,2
Piperazines,Solid Phase Extraction,1,26,2
Asian People,methods,1,5,22
Psychiatric Status Rating Scales,therapeutic use,1,2,27
Solid Phase Extraction,pharmacokinetics,1,2,32
"Spectrometry, Mass, Electrospray Ionization",pharmacokinetics,1,2,32
"Spectrometry, Mass, Electrospray Ionization",metabolism,1,2,18
Sensitivity and Specificity,metabolism,1,4,18
Linear Models,pharmacokinetics,1,2,32
"Dose-Response Relationship, Drug",Severity of Illness Index,1,12,2
Asian People,Severity of Illness Index,1,5,2
"Chromatography, Liquid",chemically induced,1,7,2
"Dose-Response Relationship, Drug",Mass Spectrometry,1,12,3
"Dose-Response Relationship, Drug",chemically induced,1,12,2
Drug Interactions,chemically induced,1,6,2
Mass Spectrometry,chemically induced,1,3,2
chemically induced,pharmacology,1,2,7
Piperazines,chemically induced,1,26,2
Psychiatric Status Rating Scales,Severity of Illness Index,1,2,2
Quinolones,chemically induced,1,25,2
Severity of Illness Index,chemically induced,1,2,2
"Chromatography, Liquid","Dose-Response Relationship, Drug",1,7,12
"Chromatography, Liquid",Severity of Illness Index,1,7,2
"Chromatography, Liquid",drug therapy,1,7,34
"Chromatography, Liquid",Drug Interactions,1,7,6
"Chromatography, Liquid",Mass Spectrometry,1,7,3
"Chromatography, Liquid",pharmacology,1,7,7
"Chromatography, Liquid",Psychiatric Status Rating Scales,1,7,2
"Chromatography, Liquid",Schizophrenia,1,7,24
Psychiatric Status Rating Scales,chemically induced,1,2,2
Asian People,Cytochrome P-450 CYP3A,1,5,3
chemically induced,pharmacokinetics,1,2,32
Severity of Illness Index,pharmacology,1,2,7
Mass Spectrometry,pharmacokinetics,1,3,32
Psychiatric Status Rating Scales,pharmacology,1,2,7
Aripiprazole,Mass Spectrometry,1,46,3
Mass Spectrometry,Severity of Illness Index,1,3,2
Mass Spectrometry,drug therapy,1,3,34
Mass Spectrometry,Schizophrenia,1,3,24
Drug Interactions,Mass Spectrometry,1,6,3
Mass Spectrometry,Quinolones,1,3,25
Asian People,"Chromatography, Liquid",1,5,7
Mass Spectrometry,Psychiatric Status Rating Scales,1,3,2
Mass Spectrometry,Piperazines,1,3,26
Asian People,Drug Interactions,1,5,6
Asian People,Mass Spectrometry,1,5,3
Mass Spectrometry,pharmacology,1,3,7
Drug Interactions,Severity of Illness Index,1,6,2
Asian People,pharmacology,1,5,7
Drug Interactions,Psychiatric Status Rating Scales,1,6,2
Asian People,chemically induced,1,5,2
Drug Monitoring,Drug Stability,1,26,4
"Chromatography, High Pressure Liquid",Specimen Handling,1,8,2
"Chromatography, High Pressure Liquid",Hydrogen-Ion Concentration,1,8,2
Calibration,Specimen Handling,1,2,2
Calibration,Reference Values,1,2,2
Calibration,Psychotropic Drugs,1,2,4
Calibration,Mass Spectrometry,1,2,3
Calibration,Hydrogen-Ion Concentration,1,2,2
Calibration,Drug Stability,1,2,4
Drug Monitoring,Psychotic Disorders,1,26,2
drug therapy,instrumentation,1,34,3
Antipsychotic Agents,instrumentation,1,54,3
instrumentation,therapeutic use,1,3,27
Specimen Handling,metabolism,1,2,18
Reference Values,metabolism,1,2,18
Drug Monitoring,pharmacology,1,26,7
Mass Spectrometry,metabolism,1,3,18
Hydrogen-Ion Concentration,metabolism,1,2,18
instrumentation,metabolism,1,3,18
Calibration,metabolism,1,2,18
Calibration,instrumentation,1,2,3
Hydrogen-Ion Concentration,Psychotropic Drugs,1,2,4
Reproducibility of Results,Risperidone,1,8,11
Reproducibility of Results,Sulpiride,1,8,2
Hydrogen-Ion Concentration,Mass Spectrometry,1,2,3
Risperidone,Saliva,1,11,3
Risperidone,chemistry,1,11,9
Risperidone,Sulpiride,1,11,2
Saliva,Sulpiride,1,3,2
Sulpiride,chemistry,1,2,9
"Chromatography, Liquid",Sensitivity and Specificity,1,7,4
Drug Stability,Specimen Handling,1,4,2
Drug Stability,Reference Values,1,4,2
Drug Stability,Psychotropic Drugs,1,4,4
Drug Stability,Mass Spectrometry,1,4,3
Drug Stability,Hydrogen-Ion Concentration,1,4,2
"Chromatography, Liquid",Drug Stability,1,7,4
Specimen Handling,instrumentation,1,2,3
Reference Values,instrumentation,1,2,3
Hydrogen-Ion Concentration,instrumentation,1,2,3
Drug Stability,instrumentation,1,4,3
Sulpiride,Tandem Mass Spectrometry,1,2,11
Limit of Detection,Quinolones,1,3,25
Limit of Detection,"Spectrophotometry, Ultraviolet",1,3,2
Antidepressive Agents,metabolism,1,4,18
Drug Interactions,metabolism,1,6,18
Antimanic Agents,Schizophrenia,1,3,24
Mental Disorders,Reproducibility of Results,1,5,8
Mental Disorders,"Spectrophotometry, Ultraviolet",1,5,2
Reproducibility of Results,drug therapy,1,8,34
"Spectrophotometry, Ultraviolet",drug therapy,1,2,34
Hydrogen-Ion Concentration,blood,1,2,40
Antimanic Agents,metabolism,1,3,18
drug effects,metabolism,1,4,18
Psychotic Disorders,metabolism,1,2,18
Psychotic Disorders,drug effects,1,2,4
Psychotic Disorders,Quinolones,1,2,25
Positron-Emission Tomography,drug effects,1,3,4
Positron-Emission Tomography,Psychotic Disorders,1,3,2
Piperazines,Psychotic Disorders,1,26,2
"Chromatography, High Pressure Liquid",Solid Phase Extraction,1,8,2
Drug Monitoring,drug effects,1,26,4
Antimanic Agents,Drug Interactions,1,3,6
Antipsychotic Agents,"Spectrophotometry, Ultraviolet",1,54,2
Antidepressive Agents,Specimen Handling,1,4,2
Antidepressive Agents,Reproducibility of Results,1,4,8
Antidepressive Agents,Reference Values,1,4,2
Limit of Detection,pharmacokinetics,1,3,32
Antidepressive Agents,Psychotropic Drugs,1,4,4
"Spectrophotometry, Ultraviolet",pharmacokinetics,1,2,32
"Chromatography, High Pressure Liquid",therapeutic use,1,8,27
Limit of Detection,therapeutic use,1,3,27
Limit of Detection,drug therapy,1,3,34
"Spectrophotometry, Ultraviolet",therapeutic use,1,2,27
Antidepressive Agents,Mass Spectrometry,1,4,3
Antidepressive Agents,Hydrogen-Ion Concentration,1,4,2
"Chromatography, High Pressure Liquid",Mental Disorders,1,8,5
"Chromatography, High Pressure Liquid",drug therapy,1,8,34
Antidepressive Agents,Drug Stability,1,4,4
Antidepressive Agents,instrumentation,1,4,3
Antidepressive Agents,methods,1,4,22
Antidepressive Agents,Calibration,1,4,2
Limit of Detection,Mental Disorders,1,3,5
Reproducibility of Results,therapeutic use,1,8,27
Liquid Chromatography-Mass Spectrometry,therapeutic drug monitoring,1,2,11
Antipsychotic Agents,Liquid Chromatography-Mass Spectrometry,1,54,2
Dried Blood Spot Testing,Liquid Chromatography-Mass Spectrometry,1,2,2
Drug Monitoring,Liquid Chromatography-Mass Spectrometry,1,26,2
Dried Blood Spot Testing,therapeutic drug monitoring,1,2,11
"Chromatography, Liquid",Dried Blood Spot Testing,1,7,2
Dried Blood Spot Testing,Tandem Mass Spectrometry,1,2,11
Dopamine D2 Receptor Antagonists,blood,1,2,40
Medication Adherence,blood,1,2,40
Aripiprazole,Dopamine D2 Receptor Antagonists,1,46,2
Aripiprazole,Double-Blind Method,1,46,2
Aripiprazole,Medication Adherence,1,46,2
Benzodiazepines,paliperidone,1,8,2
Dopamine D2 Receptor Antagonists,Haloperidol,1,2,5
Dopamine D2 Receptor Antagonists,Medication Adherence,1,2,2
Dopamine D2 Receptor Antagonists,Olanzapine,1,2,9
Dopamine D2 Receptor Antagonists,"Receptors, Dopamine D2",1,2,3
Dopamine D2 Receptor Antagonists,drug effects,1,2,4
Dopamine D2 Receptor Antagonists,Schizophrenic Psychology,1,2,2
Double-Blind Method,Haloperidol,1,2,5
Double-Blind Method,Medication Adherence,1,2,2
Double-Blind Method,Olanzapine,1,2,9
Double-Blind Method,"Receptors, Dopamine D2",1,2,3
Double-Blind Method,drug effects,1,2,4
Double-Blind Method,Schizophrenia,1,2,24
Double-Blind Method,Schizophrenic Psychology,1,2,2
Dopamine D2 Receptor Antagonists,Double-Blind Method,1,2,2
Antipsychotic,Paliperidone Palmitate,1,3,4
Antipsychotic,Tandem Mass Spectrometry,1,3,11
Schizophrenia,Tandem Mass Spectrometry,1,24,11
Paliperidone Palmitate,therapeutic use,1,4,27
Tandem Mass Spectrometry,therapeutic use,1,11,27
Olanzapine,Valproic Acid,1,9,3
Schizophrenia,Valproic Acid,1,24,3
Drug Monitoring,Valproic Acid,1,26,3
Benzodiazepines,Valproic Acid,1,8,3
Aripiprazole,COVID-19,1,46,2
Benzodiazepines,COVID-19,1,8,2
COVID-19,analysis,1,2,4
COVID-19,Drug Monitoring,1,2,26
Antipsychotic drugs,Tandem Mass Spectrometry,1,2,11
Protein Binding,blood,1,2,40
Pharmacogenetics,paliperidone,1,3,2
Pharmacogenetics,Risperidone,1,3,11
Antidepressants,Pharmacogenetics,1,2,3
Antidepressants,therapeutic drug monitoring,1,2,11
Pharmacogenetics,therapeutic drug monitoring,1,3,11
Antidepressive Agents,Pharmacogenetics,1,4,3
Drug Monitoring,Pharmacogenetics,1,26,3
Antidepressive Agents,therapeutic drug monitoring,1,4,11
Antipsychotic drugs,Liquid Chromatography-Mass Spectrometry,1,2,2
Antipsychotic drugs,blood,1,2,40
Antipsychotic drugs,"Chromatography, Liquid",1,2,7
Antipsychotic drugs,Dried Blood Spot Testing,1,2,2
COVID-19,methods,1,2,22
"Chromatography, High Pressure Liquid",Fluoxetine,1,8,2
"Chromatography, High Pressure Liquid",Risperidone,1,8,11
Drug Monitoring,Fluoxetine,1,26,2
Fluoxetine,Tandem Mass Spectrometry,1,2,11
Solid Phase Extraction,antipsychotics,1,2,7
"Chromatography, Liquid",antipsychotics,1,7,7
antipsychotics,chemistry,1,7,9
Solid Phase Extraction,therapeutic drug monitoring,1,2,11
Antipsychotic Agents,Solid Phase Extraction,1,54,2
Solid Phase Extraction,metabolism,1,2,18
"Chromatography, Liquid",Solid Phase Extraction,1,7,2
chemistry,therapeutic drug monitoring,1,9,11
Haloperidol,Medication Adherence,1,5,2
Medication Adherence,adverse effects,1,2,11
Medication Adherence,pharmacokinetics,1,2,32
"Dose-Response Relationship, Drug",Medication Adherence,1,12,2
Drug Monitoring,Medication Adherence,1,26,2
Medication Adherence,methods,1,2,22
Antipsychotic Agents,Specimen Handling,1,54,2
Mental Disorders,chemistry,1,5,9
chemistry,drug therapy,1,9,34
Specimen Handling,chemistry,1,2,9
Mental Disorders,Specimen Handling,1,5,2
Specimen Handling,drug therapy,1,2,34
Aripiprazole,Dried Blood Spot Testing,1,46,2
Dried Blood Spot Testing,methods,1,2,22
Medication Adherence,administration & dosage,1,2,11
Haloperidol,"Receptors, Dopamine D2",1,5,3
Medication Adherence,Olanzapine,1,2,9
Medication Adherence,"Receptors, Dopamine D2",1,2,3
Medication Adherence,drug effects,1,2,4
Medication Adherence,Schizophrenia,1,2,24
Medication Adherence,drug therapy,1,2,34
Medication Adherence,Schizophrenic Psychology,1,2,2
Olanzapine,"Receptors, Dopamine D2",1,9,3
"Receptors, Dopamine D2",drug effects,1,3,4
"Receptors, Dopamine D2",Schizophrenic Psychology,1,3,2
UPLC-MS/MS,antipsychotics,1,2,7
"Chromatography, High Pressure Liquid",antipsychotics,1,8,7
Fluoxetine,antipsychotics,1,2,7
Antipsychotic Agents,Fluoxetine,1,54,2
Antidepressive Agents,UPLC-MS/MS,1,4,2
Fluoxetine,UPLC-MS/MS,1,2,2
Risperidone,UPLC-MS/MS,1,11,2
Antidepressants,blood,1,2,40
Antidepressants,Aripiprazole,1,2,46
Antidepressants,"Chromatography, High Pressure Liquid",1,2,8
Antidepressants,Fluoxetine,1,2,2
Antidepressants,Risperidone,1,2,11
Antidepressants,Tandem Mass Spectrometry,1,2,11
Antidepressive Agents,Aripiprazole,1,4,46
Antidepressive Agents,Fluoxetine,1,4,2
Antidepressive Agents,Risperidone,1,4,11
Antidepressive Agents,Tandem Mass Spectrometry,1,4,11
Antidepressants,UPLC-MS/MS,1,2,2
COVID-19,therapeutic use,1,2,27
COVID-19,Mental Disorders,1,2,5
COVID-19,drug therapy,1,2,34
COVID-19,metabolism,1,2,18
Mental Disorders,metabolism,1,5,18
Drug Administration Schedule,pharmacokinetics,1,2,32
East Asian People,administration & dosage,1,4,11
East Asian People,adverse effects,1,4,11
Delayed-Action Preparations,East Asian People,1,3,4
"Dose-Response Relationship, Drug",Drug Administration Schedule,1,12,2
Drug Administration Schedule,East Asian People,1,2,4
"Chromatography, Liquid",Psychotropic Drugs,1,7,4
Antipsychotic,Clozapine,1,3,5
Liquid Chromatography-Mass Spectrometry,methods,1,2,22
Liquid Chromatography-Mass Spectrometry,Psychotropic Drugs,1,2,4
Liquid Chromatography-Mass Spectrometry,metabolism,1,2,18
Pharmacogenetics,pharmacokinetics,1,3,32
Pharmacogenetics,blood,1,3,40
"ATP Binding Cassette Transporter, Subfamily B",Pharmacogenetics,1,2,3
Pharmacogenetics,genetics,1,3,6
Cytochrome P-450 CYP3A,Pharmacogenetics,1,3,3
Pharmacogenetics,metabolism,1,3,18
Genotype,Pharmacogenetics,1,5,3
Cytochrome P-450 CYP2D6,Pharmacogenetics,1,7,3
Pharmacogenetics,Piperazines,1,3,26
Pharmacogenetics,Quinolones,1,3,25
Psychotropic Drugs,Tandem Mass Spectrometry,1,4,11
Calibration,Sensitivity and Specificity,1,2,4
Calibration,Quinolones,1,2,25
Protein Binding,adverse effects,1,2,11
Calibration,"Spectrophotometry, Ultraviolet",1,2,2
Drug Monitoring,Sensitivity and Specificity,1,26,4
"Spectrophotometry, Ultraviolet",blood,1,2,40
Sensitivity and Specificity,"Spectrophotometry, Ultraviolet",1,4,2
Cytochrome P-450 CYP2D6,adverse effects,1,7,11
Cytochrome P-450 CYP3A,adverse effects,1,3,11
"Dose-Response Relationship, Drug",Mental Disorders,1,12,5
"Dose-Response Relationship, Drug",chemistry,1,12,9
"Receptors, Dopamine D2",chemistry,1,3,9
"Dose-Response Relationship, Drug","Receptors, Dopamine D2",1,12,3
COVID-19,administration & dosage,1,2,11
"Receptors, Dopamine D2",methods,1,3,22
drug effects,pharmacology,1,4,7
Haloperidol,pharmacology,1,5,7
"Dose-Response Relationship, Drug",Haloperidol,1,12,5
COVID-19,therapeutic drug monitoring,1,2,11
Mental Disorders,therapeutic drug monitoring,1,5,11
Psychotropic Drugs,administration & dosage,1,4,11
Psychotropic Drugs,therapeutic use,1,4,27
COVID-19,Psychotropic Drugs,1,2,4
Mental Disorders,Psychotropic Drugs,1,5,4
Psychotropic Drugs,drug therapy,1,4,34
Antipsychotic Agents,Psychotropic Drugs,1,54,4
COVID-19,blood,1,2,40
Drug Monitoring,"Receptors, Dopamine D2",1,26,3
Amisulpride,drug therapy,1,2,34
Sulpiride,drug therapy,1,2,34
Amisulpride,therapeutic use,1,2,27
Amisulpride,East Asian People,1,2,4
Sulpiride,therapeutic use,1,2,27
East Asian People,Sulpiride,1,4,2
East Asian People,Prolactin,1,4,3
Piperazines,Prolactin,1,26,3
Prolactin,Quinolones,1,3,25
East Asian People,Piperazines,1,4,26
East Asian People,Quinolones,1,4,25
Antipsychotic drugs,Aripiprazole,1,2,46
Drug Monitoring,Quetiapine,1,26,2
Antipsychotic drugs,pharmacokinetics,1,2,32
Antipsychotic drugs,Risperidone,1,2,11
Antipsychotic drugs,therapeutic use,1,2,27
Antipsychotic drugs,Weight Gain,1,2,2
Autism Spectrum Disorder,Risperidone,1,2,11
Autism Spectrum Disorder,therapeutic drug monitoring,1,2,11
Autism Spectrum Disorder,therapeutic use,1,2,27
Autism Spectrum Disorder,Drug Monitoring,1,2,26
Risperidone,Weight Gain,1,11,2
Weight Gain,therapeutic drug monitoring,1,2,11
Weight Gain,therapeutic use,1,2,27
Drug Monitoring,Weight Gain,1,26,2
Antipsychotic,therapeutic use,1,3,27
Antipsychotic drugs,Autism Spectrum Disorder,1,2,2
Quetiapine,therapeutic use,1,2,27
Anticonvulsants,Antimanic Agents,1,2,3
Anticonvulsants,"Dose-Response Relationship, Drug",1,2,12
Anticonvulsants,East Asian People,1,2,4
Anticonvulsants,Valproic Acid,1,2,3
Antimanic Agents,"Dose-Response Relationship, Drug",1,3,12
