source,target,weight,source_freq,target_freq
Choi Chang-Min,Park Cheol-Kyu,1,3,2
Popat Sanjay,Smit Egbert F,1,3,2
Popat Sanjay,Wu Yi-Long,1,3,5
Cheng Paul,Waliany Sarah,1,2,2
Wakelee Heather A,Waliany Sarah,1,2,2
Cheng Paul,Wakelee Heather A,1,2,2
Cheng Paul,Zhu Han,1,2,2
Wakelee Heather A,Zhu Han,1,2,2
Ahn Myung-Ju,Lee Se-Hoon,1,2,3
Ahn Jin Seok,Lee Se-Hoon,1,2,3
Ahn Jin Seok,Ahn Myung-Ju,1,2,2
Ahn Myung-Ju,Kim Eun Kyoung,1,2,2
Ahn Jin Seok,Kim Eun Kyoung,1,2,2
Hayashi Hidetoshi,Wu Yi-Long,1,2,5
Hayashi Hidetoshi,Voon Pei Jye,1,2,2
Smit Egbert F,Voon Pei Jye,1,2,2
Hayashi Hidetoshi,Kato Terufumi,1,2,3
Hayashi Hidetoshi,Smit Egbert F,1,2,2
Kato Terufumi,Smit Egbert F,1,3,2
Ahn Jin Seok,Kim Ho Cheol,1,2,2
Choi Chang Min,Kim Ho Cheol,1,3,2
Ahn Jin Seok,Lee Jeong Eun,1,2,6
Ahn Jin Seok,Jung Chi Young,1,2,3
Ahn Jin Seok,Choi Chang Min,1,2,3
Ahn Jin Seok,Jang Seung Hun,1,2,7
Choi Chang Min,Jung Chi Young,1,3,3
Ikeda Satoshi,Imamura Fumio,1,2,3
Lee Sung Yong,Park Ji Young,1,6,2
Choi Chang-Min,Ryu Jeong Seon,1,3,3
Choi Chang-Min,Park Ji Young,1,3,2
Chang Yoon Soo,Park Ji Young,1,4,2
Lee Kye Young,Park Ji Young,1,5,2
Kim Seung Joon,Park Ji Young,1,5,2
Park Ji Young,Yang Sei Hoon,1,2,4
Kim Young-Chul,Yang Sei Hoon,1,3,4
Jung Chi Young,Yang Sei Hoon,1,3,4
Park Ji Young,Ryu Jeong Seon,1,2,3
Kim Young-Chul,Ryu Jeong Seon,1,3,3
Jung Chi Young,Ryu Jeong Seon,1,3,3
Lee Jeong Eun,Park Ji Young,1,6,2
Lee Shin Yup,Park Ji Young,1,5,2
Kim Young-Chul,Park Ji Young,1,3,2
Jung Chi Young,Park Ji Young,1,3,2
Lee Sang Hoon,Park Ji Young,1,5,2
Park Ji Young,Yoon Seong Hoon,1,2,4
Jang Tae Won,Park Ji Young,1,4,2
Jang Seung Hun,Park Ji Young,1,7,2
Neal Joel W,Waliany Sarah,1,2,2
Neal Joel W,Zhu Han,1,2,2
Kim Taeyun,Park Cheol-Kyu,1,2,2
Jang Tae Won,Park Cheol-Kyu,1,4,2
Choi Chang Min,Park Cheol-Kyu,1,3,2
Kim Mi-Hyun,Park Cheol-Kyu,1,2,2
Chang Yoon Soo,Park Cheol-Kyu,1,4,2
Park Cheol-Kyu,Ryu Jeong Seon,1,2,3
Park Cheol-Kyu,Yoon Seong Hoon,1,2,4
Neal Joel W,Wakelee Heather A,1,2,2
Kim Ho Cheol,Kim Young-Chul,1,2,3
Ahn Myung-Ju,He Yong,1,2,2
He Yong,Kato Terufumi,1,2,3
He Yong,Voon Pei Jye,1,2,2
He Yong,Huang Xiangning,1,2,2
Cho Byoung Chul,He Yong,1,4,2
Ahn Myung-Ju,Kato Terufumi,1,2,3
Ahn Myung-Ju,Voon Pei Jye,1,2,2
Ahn Myung-Ju,Wu Yi-Long,1,2,5
Ahn Myung-Ju,Huang Xiangning,1,2,2
Ahn Myung-Ju,Cho Byoung Chul,1,2,4
Huang Xiangning,Kato Terufumi,1,2,3
Cho Byoung Chul,Kato Terufumi,1,4,3
Huang Xiangning,Voon Pei Jye,1,2,2
Cho Byoung Chul,Voon Pei Jye,1,4,2
Huang Xiangning,Wu Yi-Long,1,2,5
Cho Byoung Chul,Wu Yi-Long,1,4,5
Cho Byoung Chul,Huang Xiangning,1,4,2
Hamano Hirofumi,Kanda Yasunari,1,3,3
Kanda Yasunari,Zamami Yoshito,1,3,3
Lee Se-Hoon,Lu Shun,1,3,2
Hayashi Hidetoshi,Lee Se-Hoon,1,2,3
Cheng Ying,Lee Se-Hoon,1,2,3
Cho Byoung Chul,Lee Se-Hoon,1,4,3
Hayashi Hidetoshi,Lu Shun,1,2,2
Cho Byoung Chul,Lu Shun,1,4,2
Cheng Ying,Hayashi Hidetoshi,1,2,2
Cho Byoung Chul,Hayashi Hidetoshi,1,4,2
Cheng Ying,Cho Byoung Chul,1,2,4
Kim Ho Cheol,Lee Kye Young,1,2,5
Kim Ho Cheol,Lee Shin Yup,1,2,5
Kim Ho Cheol,Lee Sang Hoon,1,2,5
Kim Ho Cheol,Lee Sung Yong,1,2,6
Kim Ho Cheol,Yoon Seong Hoon,1,2,4
Jang Tae Won,Kim Ho Cheol,1,4,2
Chang Yoon Soo,Kim Ho Cheol,1,4,2
Kim Ho Cheol,Kim Seung Joon,1,2,5
Kim Ho Cheol,Park Chan Kwon,1,2,4
Choi Chang-Min,Kim Ho Cheol,1,3,2
Kim Young-Chul,Park Chan Kwon,1,3,4
Jung Chi Young,Park Chan Kwon,1,3,4
Hara Satoshi,Kunimasa Kei,1,3,4
Hara Satoshi,Oka Toru,1,3,2
Hara Satoshi,Kamada Risa,1,3,2
Hara Satoshi,Inoue Takako,1,3,2
