source,target,weight,source_freq,target_freq
"Drug Resistance, Neoplasm",EGFR‐TKI,1,6,2
EGFR‐TKI,drug effects,1,2,14
Antineoplastic Agents,EGFR‐TKI,1,36,2
Adverse events,Cardiotoxicity,1,5,47
Adverse events,epidermal growth factor receptor tyrosine kinase inhibitor,1,5,3
Adverse events,heart failure,1,5,31
Adverse events,lung cancer,1,5,21
Adverse events,pharmacotherapy,1,5,2
Cardiotoxicity,epidermal growth factor receptor tyrosine kinase inhibitor,1,47,3
Cardiotoxicity,pharmacotherapy,1,47,2
epidermal growth factor receptor tyrosine kinase inhibitor,lung cancer,1,3,21
"Drug Resistance, Neoplasm",anticancer,1,6,2
anticancer,drug effects,1,2,14
anticancer,network pharmacology,1,2,4
"Cell Line, Tumor",anticancer,1,4,2
Erlotinib Hydrochloride,Gefitinib,1,3,4
Afatinib,Erlotinib Hydrochloride,1,7,3
Antineoplastic Agents,Erlotinib Hydrochloride,1,36,3
Tyrosine kinase inhibitor,pharmacotherapy,1,8,2
"Drug Resistance, Neoplasm",chemistry,1,6,2
"Cell Line, Tumor",chemistry,1,4,2
Antineoplastic Agents,chemistry,1,36,2
ErbB Receptors,chemistry,1,53,2
antagonists & inhibitors,chemistry,1,18,2
Acrylamides,chemistry,1,70,2
Tyrosine Kinase Inhibitors,chemistry,1,8,2
"Drug Resistance, Neoplasm",network pharmacology,1,6,4
"Carcinoma, Non-Small-Cell Lung",chemistry,1,59,2
"Carcinoma, Non-Small-Cell Lung",network pharmacology,1,59,4
chemistry,drug therapy,1,2,65
drug therapy,network pharmacology,1,65,4
Lung Neoplasms,chemistry,1,66,2
Lung Neoplasms,network pharmacology,1,66,4
Protein Kinase Inhibitors,chemistry,1,49,2
Protein Kinase Inhibitors,network pharmacology,1,49,4
Molecular Docking Simulation,Protein Kinase Inhibitors,1,2,49
"Drug Resistance, Neoplasm",Molecular Docking Simulation,1,6,2
"Cell Line, Tumor",Molecular Docking Simulation,1,4,2
Antineoplastic Agents,Molecular Docking Simulation,1,36,2
ErbB Receptors,Molecular Docking Simulation,1,53,2
Molecular Docking Simulation,antagonists & inhibitors,1,2,18
Acrylamides,Molecular Docking Simulation,1,70,2
Molecular Docking Simulation,Tyrosine Kinase Inhibitors,1,2,8
chemistry,lung cancer,1,2,21
"Drug Resistance, Neoplasm",lung cancer,1,6,21
drug effects,lung cancer,1,14,21
lung cancer,network pharmacology,1,21,4
Tyrosine Kinase Inhibitors,lung cancer,1,8,21
"Carcinoma, Non-Small-Cell Lung",Molecular Docking Simulation,1,59,2
Molecular Docking Simulation,drug therapy,1,2,65
Lung Neoplasms,Molecular Docking Simulation,1,66,2
Indoles,cardiac toxicity,1,69,4
Pyrimidines,cardiac toxicity,1,71,4
"Mitochondria, Heart",Osimertinib,1,2,82
"Mice, Inbred C57BL",Osimertinib,1,2,82
"Mitochondria, Heart",Tyrosine kinase inhibitor,1,2,8
Tyrosine kinase inhibitor,methods,1,8,4
"Mice, Inbred C57BL",Tyrosine kinase inhibitor,1,2,8
Acrylamides,"Mitochondria, Heart",1,70,2
cardiac toxicity,metabolism,1,4,16
cardiac toxicity,pathology,1,4,30
"Mitochondria, Heart",cardiac toxicity,1,2,4
cardiac toxicity,methods,1,4,4
Cardiotoxicity,cardiac toxicity,1,47,4
"Mice, Inbred C57BL",cardiac toxicity,1,2,4
Protein Kinase Inhibitors,cardiac toxicity,1,49,4
cardiac toxicity,pharmacology,1,4,18
Takotsubo syndrome,lung cancer,1,2,21
Osimertinib,Takotsubo syndrome,1,82,2
Tyrosine kinase inhibitor,cardiac toxicity,1,8,4
Acrylamides,cardiac toxicity,1,70,4
cardiac toxicity,toxicity,1,4,4
Aniline Compounds,cardiac toxicity,1,69,4
"Myocytes, Cardiac",cardiac toxicity,1,10,4
cardiac toxicity,drug effects,1,4,14
"Cell Line, Tumor",network pharmacology,1,4,4
Antineoplastic Agents,network pharmacology,1,36,4
ErbB Receptors,network pharmacology,1,53,4
antagonists & inhibitors,network pharmacology,1,18,4
Acrylamides,network pharmacology,1,70,4
Tyrosine Kinase Inhibitors,network pharmacology,1,8,4
"Cell Line, Tumor",antagonists & inhibitors,1,4,18
Epidermal growth factor receptor-tyrosine kinase inhibitor,Takotsubo syndrome,1,2,2
Pyrimidines,methods,1,71,4
Cardiotoxicity,"Mice, Inbred C57BL",1,47,2
"Mice, Inbred C57BL",Protein Kinase Inhibitors,1,2,49
Indoles,"Mice, Inbred C57BL",1,69,2
"Mice, Inbred C57BL",Pyrimidines,1,2,71
cardiac toxicity,heart failure,1,4,31
genetics,secondary,1,44,2
secondary,therapeutic use,1,2,36
"Mice, Inbred C57BL","Mitochondria, Heart",1,2,2
"Mitochondria, Heart",Protein Kinase Inhibitors,1,2,49
Indoles,"Mitochondria, Heart",1,69,2
"Mitochondria, Heart",Pyrimidines,1,2,71
Cardiotoxicity,methods,1,47,4
"Mice, Inbred C57BL",methods,1,2,4
methods,pharmacology,1,4,18
Indoles,methods,1,69,4
Aniline Compounds,"Mice, Inbred C57BL",1,69,2
"Myocytes, Cardiac",methods,1,10,4
drug effects,methods,1,14,4
"Mice, Inbred C57BL",drug effects,1,2,14
metabolism,methods,1,16,4
"Mitochondria, Heart",pathology,1,2,30
methods,pathology,1,4,30
"Mitochondria, Heart",methods,1,2,4
Acrylamides,methods,1,70,4
Acrylamides,"Mice, Inbred C57BL",1,70,2
"Mitochondria, Heart",toxicity,1,2,4
methods,toxicity,1,4,4
"Mice, Inbred C57BL",toxicity,1,2,4
Protein Kinase Inhibitors,toxicity,1,49,4
Aniline Compounds,"Mitochondria, Heart",1,69,2
Aniline Compounds,methods,1,69,4
Gefitinib,Pharmacovigilance,1,4,8
Afatinib,Pharmacovigilance,1,7,8
Erlotinib Hydrochloride,Pharmacovigilance,1,3,8
Pharmacoepidemiology,Pharmacovigilance,1,2,8
Gefitinib,Pharmacoepidemiology,1,4,2
Afatinib,Pharmacoepidemiology,1,7,2
Erlotinib Hydrochloride,Pharmacoepidemiology,1,3,2
Antineoplastic Agents,Pharmacoepidemiology,1,36,2
Erlotinib Hydrochloride,antagonists & inhibitors,1,3,18
Protein Kinase Inhibitors,statistics & numerical data,1,49,2
Adverse Drug Reaction Reporting Systems,Gefitinib,1,6,4
Adverse Drug Reaction Reporting Systems,Afatinib,1,6,7
Adverse Drug Reaction Reporting Systems,Erlotinib Hydrochloride,1,6,3
Gefitinib,statistics & numerical data,1,4,2
Afatinib,statistics & numerical data,1,7,2
Erlotinib Hydrochloride,statistics & numerical data,1,3,2
brain metastases,non-small cell lung cancer,1,2,19
Tyrosine kinase inhibitor,brain metastases,1,8,2
Tyrosine kinase inhibitor,non-small cell lung cancer,1,8,19
Long QT Syndrome,non-small cell lung cancer,1,5,19
Long QT Syndrome,cardio-oncology,1,5,11
Long QT Syndrome,administration & dosage,1,5,9
ErbB Receptors,statistics & numerical data,1,53,2
antagonists & inhibitors,statistics & numerical data,1,18,2
ErbB Receptors,secondary,1,53,2
Mutation,secondary,1,39,2
Antineoplastic Combined Chemotherapy Protocols,secondary,1,4,2
heart failure,therapeutic use,1,31,36
EGFR mutation,Recurrence,1,6,3
Recurrence,non-small cell lung cancer,1,3,19
Osimertinib,Recurrence,1,82,3
brain metastases,epidermal growth factor receptor,1,2,10
Erlotinib Hydrochloride,drug resistance,1,3,2
drug resistance,therapeutic use,1,2,36
Protein Kinase Inhibitors,drug resistance,1,49,2
drug resistance,pharmacology,1,2,18
"Drug Resistance, Neoplasm",drug resistance,1,6,2
Mutation,drug resistance,1,39,2
Tyrosine Kinase Inhibitors,metabolism,1,8,16
Erlotinib Hydrochloride,metabolism,1,3,16
cardio-oncology,cardiomyopathy,1,11,5
Pericardial effusion,cardio-oncology,1,2,11
Pericardial effusion,cardiomyopathy,1,2,5
Cardiotoxicity,Ventricular tachycardia,1,47,2
Ventricular tachycardia,lung cancer,1,2,21
NSCLC,drug resistance,1,13,2
Erlotinib Hydrochloride,NSCLC,1,3,13
Tyrosine Kinase Inhibitors,drug resistance,1,8,2
"Aged, 80 and over",non-small cell lung cancer,1,17,19
Incidence,non-small cell lung cancer,1,4,19
cardio-oncology,pathology,1,11,30
cardio-oncology,epidemiology,1,11,16
antagonists & inhibitors,cardio-oncology,1,18,11
"Aged, 80 and over",cardio-oncology,1,17,11
Incidence,cardio-oncology,1,4,11
Adjuvant therapy,Osimertinib,1,2,82
Erlotinib Hydrochloride,adverse effects,1,3,51
Long QT Syndrome,antagonists & inhibitors,1,5,18
Incidence,Long QT Syndrome,1,4,5
non-small cell lung cancer,pathology,1,19,30
chemically induced,non-small cell lung cancer,1,26,19
epidemiology,non-small cell lung cancer,1,16,19
administration & dosage,non-small cell lung cancer,1,9,19
antagonists & inhibitors,non-small cell lung cancer,1,18,19
Pharmacoepidemiology,antagonists & inhibitors,1,2,18
Pharmacoepidemiology,Protein Kinase Inhibitors,1,2,49
Adverse Drug Reaction Reporting Systems,Pharmacoepidemiology,1,6,2
Pharmacoepidemiology,statistics & numerical data,1,2,2
Mutation,metabolism,1,39,16
Erlotinib Hydrochloride,Tyrosine Kinase Inhibitors,1,3,8
Erlotinib Hydrochloride,pharmacology,1,3,18
"Cell Line, Tumor",Erlotinib Hydrochloride,1,4,3
Osimertinib,Pharmacoepidemiology,1,82,2
Erlotinib Hydrochloride,Osimertinib,1,3,82
Indoles,Pharmacoepidemiology,1,69,2
Aniline Compounds,Pharmacoepidemiology,1,69,2
Pharmacoepidemiology,adverse effects,1,2,51
Pharmacoepidemiology,Pyrimidines,1,2,71
Acrylamides,Pharmacoepidemiology,1,70,2
ErbB Receptors,Pharmacoepidemiology,1,53,2
antagonists & inhibitors,epidermal growth factor receptor tyrosine kinase inhibitor,1,18,3
Protein Kinase Inhibitors,epidermal growth factor receptor tyrosine kinase inhibitor,1,49,3
Adverse Drug Reaction Reporting Systems,epidermal growth factor receptor tyrosine kinase inhibitor,1,6,3
epidermal growth factor receptor tyrosine kinase inhibitor,statistics & numerical data,1,3,2
Pharmacovigilance,epidermal growth factor receptor tyrosine kinase inhibitor,1,8,3
Afatinib,epidermal growth factor receptor tyrosine kinase inhibitor,1,7,3
Erlotinib Hydrochloride,epidermal growth factor receptor tyrosine kinase inhibitor,1,3,3
Antineoplastic Agents,epidermal growth factor receptor tyrosine kinase inhibitor,1,36,3
Atrial Fibrillation,therapy,1,3,3
Pharmacoepidemiology,epidermal growth factor receptor tyrosine kinase inhibitor,1,2,3
Indoles,epidermal growth factor receptor tyrosine kinase inhibitor,1,69,3
Aniline Compounds,epidermal growth factor receptor tyrosine kinase inhibitor,1,69,3
adverse effects,epidermal growth factor receptor tyrosine kinase inhibitor,1,51,3
Pyrimidines,epidermal growth factor receptor tyrosine kinase inhibitor,1,71,3
Acrylamides,epidermal growth factor receptor tyrosine kinase inhibitor,1,70,3
ErbB Receptors,epidermal growth factor receptor tyrosine kinase inhibitor,1,53,3
Torsades de Pointes,therapy,1,2,3
Atrial Fibrillation,Torsades de Pointes,1,3,2
Electrocardiography,therapy,1,3,3
Long QT Syndrome,therapy,1,5,3
etiology,therapy,1,20,3
adverse effects,therapy,1,51,3
Gefitinib,metabolism,1,4,16
Gefitinib,Lung,1,4,3
Afatinib,metabolism,1,7,16
Afatinib,Lung,1,7,3
Gefitinib,therapeutic use,1,4,36
Osimertinib,therapy,1,82,3
Atrial Fibrillation,Osimertinib,1,3,82
Electrocardiography,Torsades de Pointes,1,3,2
Long QT Syndrome,Torsades de Pointes,1,5,2
Torsades de Pointes,etiology,1,2,20
Lung Neoplasms,"Myocytes, Cardiac",1,66,10
Gefitinib,drug therapy,1,4,65
"Myocytes, Cardiac",drug therapy,1,10,65
Gefitinib,chemically induced,1,4,26
Lung,chemically induced,1,3,26
"Carcinoma, Non-Small-Cell Lung",Gefitinib,1,59,4
"Carcinoma, Non-Small-Cell Lung","Myocytes, Cardiac",1,59,10
"Carcinoma, Non-Small-Cell Lung",Lung,1,59,3
"Cell Line, Tumor",therapeutic use,1,4,36
"Cell Line, Tumor",Mutation,1,4,39
lung cancer,metabolism,1,21,16
drug resistance,lung cancer,1,2,21
drug resistance,pathology,1,2,30
cardiomyopathy,lung cancer,1,5,21
Tyrosine kinase inhibitor,cardiomyopathy,1,8,5
Gefitinib,Lung Neoplasms,1,4,66
Incidence,pharmacology,1,4,18
epidemiology,pharmacology,1,16,18
Acrylamides,pharmacovigilance analysis,1,70,2
adverse effects,pharmacovigilance analysis,1,51,2
administration & dosage,pharmacovigilance analysis,1,9,2
Pharmacovigilance,pharmacovigilance analysis,1,8,2
Aniline Compounds,pharmacovigilance analysis,1,69,2
Adverse Drug Reaction Reporting Systems,pharmacovigilance analysis,1,6,2
Adverse Drug Reaction Reporting Systems,FAERS,1,6,2
FAERS,statistics & numerical data,1,2,2
"Databases, Factual",FAERS,1,3,2
"Aged, 80 and over",FAERS,1,17,2
Osimertinib,pharmacovigilance analysis,1,82,2
Osimertinib,United States Food and Drug Administration,1,82,3
Disease Progression,Protein Kinase Inhibitors,1,3,49
Takotsubo cardiomyopathy,immune checkpoint inhibitors,1,2,3
Adverse Drug Reaction Reporting Systems,Adverse events,1,6,5
Adverse events,statistics & numerical data,1,5,2
Adverse events,United States Food and Drug Administration,1,5,3
Adverse events,"Databases, Factual",1,5,3
FAERS,Osimertinib,1,2,82
FAERS,pharmacovigilance analysis,1,2,2
FAERS,administration & dosage,1,2,9
FAERS,Pharmacovigilance,1,2,8
Lung,"Myocytes, Cardiac",1,3,10
Lung,metabolism,1,3,16
Lung,adverse effects,1,3,51
Antineoplastic Agents,Lung,1,36,3
Adverse events,FAERS,1,5,2
Adverse events,pharmacovigilance analysis,1,5,2
Adverse events,administration & dosage,1,5,9
Adverse events,Pharmacovigilance,1,5,8
"Aged, 80 and over",pharmacology,1,17,18
Disease Progression,pharmacology,1,3,18
"Disease Models, Animal",etiology,1,3,20
Antineoplastic Agents,"Disease Models, Animal",1,36,3
EGFR‐TKI,NSCLC,1,2,13
EGFR‐TKI,pathology,1,2,30
"Aged, 80 and over",EGFR‐TKI,1,17,2
Disease Progression,EGFR‐TKI,1,3,2
United States Food and Drug Administration,statistics & numerical data,1,3,2
"Databases, Factual",statistics & numerical data,1,3,2
"Aged, 80 and over",statistics & numerical data,1,17,2
"Databases, Factual",United States Food and Drug Administration,1,3,3
"Aged, 80 and over",United States Food and Drug Administration,1,17,3
"Aged, 80 and over","Databases, Factual",1,17,3
"Databases, Factual",Indoles,1,3,69
Disease Progression,NSCLC,1,3,13
Pharmacovigilance,administration & dosage,1,8,9
Adverse Drug Reaction Reporting Systems,administration & dosage,1,6,9
administration & dosage,statistics & numerical data,1,9,2
United States Food and Drug Administration,administration & dosage,1,3,9
"Databases, Factual",administration & dosage,1,3,9
"Aged, 80 and over",Pharmacovigilance,1,17,8
Aniline Compounds,"Databases, Factual",1,69,3
Adverse Drug Reaction Reporting Systems,"Aged, 80 and over",1,6,17
pharmacovigilance analysis,statistics & numerical data,1,2,2
United States Food and Drug Administration,pharmacovigilance analysis,1,3,2
"Databases, Factual",pharmacovigilance analysis,1,3,2
Antineoplastic Agents,pharmacovigilance analysis,1,36,2
"Aged, 80 and over",pharmacovigilance analysis,1,17,2
Indoles,pharmacovigilance analysis,1,69,2
Pyrimidines,pharmacovigilance analysis,1,71,2
Acrylamides,"Databases, Factual",1,70,3
heart failure,toxicity,1,31,4
chemistry,pathology,1,2,30
chemistry,genetics,1,2,44
Signal Transduction,chemistry,1,3,2
"Myocytes, Cardiac",chemistry,1,10,2
prevention & control,therapeutic use,1,3,36
Signal Transduction,therapeutic use,1,3,36
Signal Transduction,drug effects,1,3,14
T790M,epidermal growth factor receptor,1,3,10
Antineoplastic Agents,epidermal growth factor receptor,1,36,10
Contractility,heart failure,1,2,31
Contractility,Osimertinib,1,2,82
Contractility,Tyrosine kinase inhibitor,1,2,8
Contractility,toxicity,1,2,4
Contractility,metabolism,1,2,16
Contractility,"Disease Models, Animal",1,2,3
Adenocarcinoma,Chemotherapy,1,6,4
Chemotherapy,Lung,1,4,3
Cardiotoxicity,Lung,1,47,3
Adenocarcinoma,etiology,1,6,20
Lung,etiology,1,3,20
Adenocarcinoma,Lung,1,6,3
EGFR mutations,Tyrosine Kinase Inhibitors,1,3,8
Real-world,epidermal growth factor receptor,1,3,10
Induced Pluripotent Stem Cells,Tyrosine kinase inhibitor,1,5,8
"Disease Models, Animal",Tyrosine kinase inhibitor,1,3,8
"Disease Models, Animal",adverse effects,1,3,51
Induced Pluripotent Stem Cells,toxicity,1,5,4
Antineoplastic Agents,toxicity,1,36,4
"Disease Models, Animal",toxicity,1,3,4
"Databases, Factual",Pyrimidines,1,3,71
Chemotherapy,etiology,1,4,20
Cardiotoxicity,chemistry,1,47,2
Cardiotoxicity,Signal Transduction,1,47,3
Heart Diseases,pharmacology,1,9,18
chemistry,metabolism,1,2,16
chemistry,therapeutic use,1,2,36
Heart Diseases,chemistry,1,9,2
chemically induced,chemistry,1,26,2
chemistry,prevention & control,1,2,3
Molecular Docking Simulation,therapeutic use,1,2,36
Heart Diseases,Molecular Docking Simulation,1,9,2
Molecular Docking Simulation,chemically induced,1,2,26
Molecular Docking Simulation,prevention & control,1,2,3
Molecular Docking Simulation,pathology,1,2,30
Molecular Docking Simulation,genetics,1,2,44
Molecular Docking Simulation,Signal Transduction,1,2,3
Molecular Docking Simulation,"Myocytes, Cardiac",1,2,10
Real-world,non-small cell lung cancer,1,3,19
T790M,non-small cell lung cancer,1,3,19
Real-world,T790M,1,3,3
Antineoplastic Agents,T790M,1,36,3
"Carcinoma, Non-Small-Cell Lung",T790M,1,59,3
"Neoplasm Recurrence, Local",Osimertinib,1,6,82
Cardiotoxicity,Molecular Docking Simulation,1,47,2
Molecular Docking Simulation,metabolism,1,2,16
Heart Diseases,prevention & control,1,9,3
Heart Diseases,Signal Transduction,1,9,3
Heart Diseases,"Myocytes, Cardiac",1,9,10
Signal Transduction,chemically induced,1,3,26
pathology,prevention & control,1,30,3
genetics,prevention & control,1,44,3
Signal Transduction,prevention & control,1,3,3
Pharmacovigilance,non-small cell lung cancer,1,8,19
Atrial Fibrillation,anti-cancer treatment,1,3,2
Piperazines,anti-cancer treatment,1,2,2
anti-cancer treatment,heart failure,1,2,31
Cardiotoxicity,Piperazines,1,47,2
Acrylamides,Case report,1,70,7
Case report,adverse effects,1,7,51
Aniline Compounds,Case report,1,69,7
Case report,etiology,1,7,20
Electrocardiography,lung cancer,1,3,21
Atrial Fibrillation,lung cancer,1,3,21
Case report,anti-cancer treatment,1,7,2
anti-cancer treatment,diagnosis,1,2,15
Antineoplastic Agents,anti-cancer treatment,1,36,2
Long QT Syndrome,anti-cancer treatment,1,5,2
anti-cancer treatment,chemically induced,1,2,26
Electrocardiography,anti-cancer treatment,1,3,2
Mutation,complications,1,39,2
Lung,Mutation,1,3,39
"Neoplasm Recurrence, Local",complications,1,6,2
Lung,complications,1,3,2
Lung,"Neoplasm Recurrence, Local",1,3,6
anti-cancer treatment,lung cancer,1,2,21
Case report,lung cancer,1,7,21
Long QT Syndrome,lung cancer,1,5,21
Lung,Osimertinib,1,3,82
T790M,complications,1,3,2
T790M,therapeutic use,1,3,36
"Neoplasm Recurrence, Local",T790M,1,6,3
Lung,T790M,1,3,3
complications,lung cancer,1,2,21
"Neoplasm Recurrence, Local",lung cancer,1,6,21
Lung,lung cancer,1,3,21
Molecular docking,chemically induced,1,2,26
Molecular docking,prevention & control,1,2,3
Molecular docking,pathology,1,2,30
Molecular docking,genetics,1,2,44
Molecular docking,Signal Transduction,1,2,3
Molecular docking,"Myocytes, Cardiac",1,2,10
Cardiotoxicity,network pharmacology,1,47,4
metabolism,network pharmacology,1,16,4
Molecular Docking Simulation,Molecular docking,1,2,2
Cardiotoxicity,Molecular docking,1,47,2
Molecular docking,pharmacology,1,2,18
Molecular docking,metabolism,1,2,16
Molecular docking,chemistry,1,2,2
Molecular docking,therapeutic use,1,2,36
Molecular docking,drug effects,1,2,14
Heart Diseases,Molecular docking,1,9,2
Atrial Fibrillation,Case report,1,3,7
Case report,Piperazines,1,7,2
"Carcinoma, Non-Small-Cell Lung",Case report,1,59,7
Case report,Indoles,1,7,69
Case report,Pyrimidines,1,7,71
Piperazines,etiology,1,2,20
Piperazines,diagnosis,1,2,15
Long QT Syndrome,Piperazines,1,5,2
Case report,diagnosis,1,7,15
Case report,Lung Neoplasms,1,7,66
Case report,drug therapy,1,7,65
Antineoplastic Agents,Case report,1,36,7
Case report,Long QT Syndrome,1,7,5
Case report,chemically induced,1,7,26
Case report,Electrocardiography,1,7,3
Case report,Protein Kinase Inhibitors,1,7,49
"Ventricular Function, Left",diagnosis,1,2,15
Stroke Volume,diagnosis,1,3,15
Risk Assessment,"Ventricular Function, Left",1,4,2
Risk Assessment,Stroke Volume,1,4,3
"Ventricular Function, Left",drug effects,1,2,14
Stroke Volume,drug effects,1,3,14
Stroke Volume,antagonists & inhibitors,1,3,18
diagnosis,metabolism,1,15,16
Mutation,Tumor Suppressor Protein p53,1,39,2
Adenocarcinoma of Lung,Tumor Suppressor Protein p53,1,5,2
Exons,Tumor Suppressor Protein p53,1,3,2
Exons,adverse effects,1,3,51
Adenocarcinoma of Lung,Exons,1,5,3
Heart Diseases,Stroke Volume,1,9,3
"Ventricular Function, Left",physiopathology,1,2,4
Stroke Volume,physiopathology,1,3,4
Electrocardiography,Piperazines,1,3,2
Electrocardiography,heart failure,1,3,31
Atrial Fibrillation,Protein Kinase Inhibitors,1,3,49
Atrial Fibrillation,Piperazines,1,3,2
Piperazines,heart failure,1,2,31
Exons,pathology,1,3,30
ErbB Receptors,Tumor Suppressor Protein p53,1,53,2
Protein Kinase Inhibitors,Tumor Suppressor Protein p53,1,49,2
network pharmacology,therapeutic use,1,4,36
Heart Diseases,network pharmacology,1,9,4
chemically induced,network pharmacology,1,26,4
network pharmacology,prevention & control,1,4,3
network pharmacology,pathology,1,4,30
genetics,network pharmacology,1,44,4
Signal Transduction,network pharmacology,1,3,4
"Myocytes, Cardiac",network pharmacology,1,10,4
ErbB Receptors,physiopathology,1,53,4
ErbB Receptors,Risk Assessment,1,53,4
ErbB Receptors,"Ventricular Function, Left",1,53,2
antagonists & inhibitors,physiopathology,1,18,4
Risk Assessment,antagonists & inhibitors,1,4,18
"Ventricular Function, Left",antagonists & inhibitors,1,2,18
Neoplasms,prevention & control,1,3,3
Hypertension,Neoplasms,1,2,3
drug therapy,immune checkpoint inhibitors,1,65,3
diagnosis,immune checkpoint inhibitors,1,15,3
immune checkpoint inhibitors,therapeutic use,1,3,36
immune checkpoint inhibitors,methods,1,3,4
"Carcinoma, Non-Small-Cell Lung",immune checkpoint inhibitors,1,59,3
"Carcinoma, Non-Small-Cell Lung",methods,1,59,4
Takotsubo cardiomyopathy,heart failure,1,2,31
"Ventricular Function, Left",adverse effects,1,2,51
Mutation,"Ventricular Function, Left",1,39,2
"Carcinoma, Non-Small-Cell Lung",United States Food and Drug Administration,1,59,3
United States Food and Drug Administration,drug therapy,1,3,65
Drug-Related Side Effects and Adverse Reactions,Pharmacovigilance,1,3,8
Drug-Related Side Effects and Adverse Reactions,United States Food and Drug Administration,1,3,3
United States Food and Drug Administration,epidemiology,1,3,16
Lung Neoplasms,United States Food and Drug Administration,1,66,3
Lung Neoplasms,immune checkpoint inhibitors,1,66,3
"Ventricular Function, Left",metabolism,1,2,16
Stroke Volume,metabolism,1,3,16
Protein Kinase Inhibitors,"Ventricular Function, Left",1,49,2
Antineoplastic Agents,"Ventricular Function, Left",1,36,2
Heart Diseases,"Ventricular Function, Left",1,9,2
Lung Neoplasms,"Ventricular Function, Left",1,66,2
"Ventricular Function, Left",drug therapy,1,2,65
"Carcinoma, Non-Small-Cell Lung","Ventricular Function, Left",1,59,2
Molecular Targeted Therapy,administration & dosage,1,5,9
Molecular Targeted Therapy,Neoplasms,1,5,3
Cardiovascular Diseases,Molecular Targeted Therapy,1,4,5
Molecular Targeted Therapy,prevention & control,1,5,3
Hypertension,Molecular Targeted Therapy,1,2,5
Neoplasms,administration & dosage,1,3,9
Cardiovascular Diseases,administration & dosage,1,4,9
administration & dosage,prevention & control,1,9,3
Republic of Korea,adverse effects,1,4,51
Lazertinib,epidermal growth factor receptor,1,4,10
Lazertinib,non-small cell lung cancer,1,4,19
Lazertinib,targeted therapy,1,4,6
epidermal growth factor receptor,targeted therapy,1,10,6
non-small cell lung cancer,targeted therapy,1,19,6
prevention & control,targeted therapy,1,3,6
Hypertension,targeted therapy,1,2,6
Meta-analysis,Tyrosine Kinase Inhibitors,1,3,8
Osimertinib,Takotsubo cardiomyopathy,1,82,2
Adenocarcinoma,echocardiogram,1,6,2
Adenocarcinoma,Tyrosine kinase inhibitor,1,6,8
Cardiotoxicity,echocardiogram,1,47,2
echocardiogram,epidermal growth factor receptor,1,2,10
echocardiogram,heart failure,1,2,31
Tyrosine kinase inhibitor,echocardiogram,1,8,2
Neoplasms,etiology,1,3,20
drug therapy,prevention & control,1,65,3
Cardiovascular Diseases,prevention & control,1,4,3
Hypertension,prevention & control,1,2,3
Hypertension,etiology,1,2,20
Meta-analysis,epidermal growth factor receptor,1,3,10
Tyrosine Kinase Inhibitors,epidermal growth factor receptor,1,8,10
Meta-analysis,non-small cell lung cancer,1,3,19
Apoptosis,NSCLC,1,3,13
"Cell Line, Tumor",Osimertinib,1,4,82
Apoptosis,Osimertinib,1,3,82
Cardiovascular Diseases,Incidence,1,4,4
Apoptosis,anticancer,1,3,2
Piperidines,metabolism,1,2,16
Piperidines,pharmacology,1,2,18
Adverse events,QT prolongation,1,5,7
Apoptosis,"Drug Resistance, Neoplasm",1,3,6
EGFR mutation,heart failure,1,6,31
EGFR mutation,NSCLC,1,6,13
Malignant pericardial effusion,cardio-oncology,1,2,11
Malignant pericardial effusion,non-small cell lung cancer,1,2,19
Gefitinib,heart failure,1,4,31
Cardiotoxicity,EGFR-TKI,1,47,2
Incidence,genetics,1,4,44
Neoplasms,cardio-oncology,1,3,11
Cardiovascular Diseases,cardio-oncology,1,4,11
cardio-oncology,prevention & control,1,11,3
Hypertension,cardio-oncology,1,2,11
Neoplasms,targeted therapy,1,3,6
Cardiovascular Diseases,targeted therapy,1,4,6
Apoptosis,"Cell Line, Tumor",1,3,4
Antineoplastic Agents,Apoptosis,1,36,3
Hypertension,administration & dosage,1,2,9
Cardiovascular Diseases,Neoplasms,1,4,3
EGFR-TKI,non-small cell lung cancer,1,2,19
EGFR-TKI,Osimertinib,1,2,82
EGFR-TKI,real-world data,1,2,3
Cardiotoxicity,real-world data,1,47,3
cardio-oncology,targeted therapy,1,11,6
Molecular Targeted Therapy,cardio-oncology,1,5,11
adverse effects,cancer,1,51,2
Aniline Compounds,cancer,1,69,2
"Carcinoma, Non-Small-Cell Lung",cancer,1,59,2
cancer,drug therapy,1,2,65
cancer,chemically induced,1,2,26
Lung Neoplasms,cancer,1,66,2
Mutation,cancer,1,39,2
Protein Kinase Inhibitors,cancer,1,49,2
Genotype,therapeutic use,1,2,36
Real-Time Polymerase Chain Reaction,therapeutic use,1,2,36
Circulating Tumor DNA,Protein Kinase Inhibitors,1,2,49
Genotype,Protein Kinase Inhibitors,1,2,49
Protein Kinase Inhibitors,Real-Time Polymerase Chain Reaction,1,49,2
cancer,heart failure,1,2,31
Onco-cardiology,cancer,1,2,2
Acrylamides,cancer,1,70,2
cardiac failure,heart failure,1,2,31
Indoles,cardiac failure,1,69,2
Lung Neoplasms,cardiac failure,1,66,2
cardiac failure,pathology,1,2,30
Pyrimidines,cardiac failure,1,71,2
Myocarditis,Osimertinib,1,2,82
Circulating Tumor DNA,therapeutic use,1,2,36
Exons,therapeutic use,1,3,36
Adverse events,Torsade de Pointes,1,5,3
