source,target,weight,source_freq,target_freq
Risperidone,antipsychotic drugs,1,7,3
Schizophrenia,antipsychotic drugs,1,10,3
antipsychotic drugs,drug therapy,1,3,14
Amisulpride,psychosis,1,4,2
Antipsychotic Agents,psychosis,1,34,2
adverse effects,psychosis,1,16,2
Drug Monitoring,Piperazines,1,13,2
blood,statistics & numerical data,1,11,3
Psychotic Disorders,blood,1,2,11
Psychotic Disorders,statistics & numerical data,1,2,3
drug effects,pharmacokinetics,1,5,8
Dibenzothiazepines,adverse effects,1,2,16
Piperazines,adverse effects,1,2,16
Dibenzothiazepines,therapeutic use,1,2,19
Piperazines,therapeutic use,1,2,19
adverse effects,antipsychotic drugs,1,16,3
Aripiprazole,antipsychotic drugs,1,6,3
Aripiprazole,Drug Monitoring,1,6,13
Drug Monitoring,Paliperidone Palmitate,1,13,3
chemically induced,statistics & numerical data,1,5,3
United States Food and Drug Administration,chemically induced,1,2,5
Benzodiazepines,Drug Monitoring,1,3,13
atypical antipsychotics,blood,1,3,11
adverse effects,atypical antipsychotics,1,16,3
atypical antipsychotics,chemically induced,1,3,5
Drug Interactions,chemically induced,1,3,5
Drug Interactions,Schizophrenia,1,3,10
Drug Interactions,drug therapy,1,3,14
Drug Interactions,Weight Gain,1,3,3
Schizophrenia,Weight Gain,1,10,3
Weight Gain,drug therapy,1,3,14
Amisulpride,"Chromatography, Liquid",1,4,5
Amisulpride,Dibenzothiazepines,1,4,2
Amisulpride,Piperazines,1,4,2
Dibenzothiazepines,Drug Monitoring,1,2,13
Drug Monitoring,Olanzapine,1,13,6
Piperazines,Schizophrenia,1,2,10
Piperazines,drug therapy,1,2,14
Paliperidone Palmitate,methods,1,3,8
antipsychotic drugs,atypical antipsychotics,1,3,3
antipsychotic drugs,utilization,1,3,2
atypical antipsychotics,utilization,1,3,2
Piperazines,Tandem Mass Spectrometry,1,2,11
"Dose-Response Relationship, Drug",chemically induced,1,4,5
"Dose-Response Relationship, Drug",epidemiology,1,4,4
Drug Monitoring,chemically induced,1,13,5
Drug Monitoring,epidemiology,1,13,4
chemically induced,methods,1,5,8
epidemiology,methods,1,4,8
Benzodiazepines,chemistry,1,3,3
Benzodiazepines,Tandem Mass Spectrometry,1,3,11
"Chromatography, Liquid",Dibenzothiazepines,1,5,2
"Chromatography, Liquid",methods,1,5,8
"Chromatography, Liquid",Olanzapine,1,5,6
Aripiprazole,Piperazines,1,6,2
Benzodiazepines,"Chromatography, Liquid",1,3,5
Benzodiazepines,methods,1,3,8
administration & dosage,blood,1,6,11
Clozapine,chemistry,1,10,3
Dibenzothiazepines,methods,1,2,8
Dibenzothiazepines,Paliperidone Palmitate,1,2,3
Dibenzothiazepines,Reproducibility of Results,1,2,3
Dibenzothiazepines,chemistry,1,2,3
Benzodiazepines,Reproducibility of Results,1,3,3
Quetiapine Fumarate,Reproducibility of Results,1,4,3
Quetiapine Fumarate,chemistry,1,4,3
Risperidone,chemistry,1,7,3
"Databases, Factual","Dose-Response Relationship, Drug",1,3,4
"Databases, Factual",methods,1,3,8
Dibenzothiazepines,Tandem Mass Spectrometry,1,2,11
